Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,,,,
58,Julia,1.149611014,0.013983605,0.007479265,0.122455693,0.014611105,0.016946627,0.022178873,0.207868558,3.15E-07,0.056936335,0.159978219,0.134130678,0.267475074,0.380328661,0.032481775,0.124538843,0.042512918,0.455019978,1.253552226,0.301441127,0.511657783,0.147094521,0.907702484,0.348388031,25.54232125,0.014569027,0.016902014,0.022112106,0.2073935,0.147641722,0.002874957,0.04,0.02,1.27E-05,1.528168167,0.016279332,0.3421275,,,,,,
59,Julia,0.998003349,0.016587214,0.00573735,0.07613246,0.014658617,0.016035589,0.011442415,0.130123321,2.51E-07,0.049872335,0.146821494,0.123145664,0.29279248,0.28477612,0.02889461,0.113264712,0.027707482,0.369658399,1.118716075,0.265942295,0.413462927,0.164142285,0.820913872,0.324557517,25.62615002,0.014619977,0.015996949,0.011410886,0.129851134,0.136858168,0.003985826,0.04,0.02,1.06E-05,1.470184407,0.01466942,0.2545324,,,,,,
60,Julia,1.212410427,0.014246754,0.006423022,0.104529452,0.012625048,0.013289532,0.016218047,0.769602358,2.68E-07,0.056045858,0.159348862,0.148212525,0.330679481,0.326315932,0.034922782,0.108448511,0.033404472,0.417950053,1.056417601,0.239483294,0.382556386,0.132751569,0.67128193,0.275897537,25.52924111,0.012596608,0.013262168,0.016179857,0.768226762,0.150071627,0.005848697,0.04,0.02,1.14E-05,1.673246621,0.013872983,0.1492378,,,,,,
61,Julia,8.906932338,0.10371344,0.032435561,5.069473752,0.109929788,0.135272451,0.714367387,17.00603626,6.77E-07,0.038425164,0.010338396,0.121909131,0.288143543,0.28260986,0.027863071,0.101718532,0.032803017,0.39877108,1.146990024,0.030513313,0.437140523,0.128456706,0.007252659,0.239181804,25.58066571,0.050759474,0.065496404,0.321977651,8.836505059,0.000316482,1.02E-05,0.04,0.02,3.42E-05,1.303163983,0.015299407,0.3368282,,,,,,
62,Julia,1593.456486,0.037538249,0.012640933,5.40718401,4.404783923,6.146549997,2.559047712,10.03130228,0.005962022,2.61E-05,0.015837012,0.12880496,0.254343275,0.251935356,0.02830332,0.085245671,0.029380655,0.371721299,1.113481722,0.006988067,0.006968836,0.007120783,0.006909416,0.007279209,25.45579899,2.556850423,3.70159098,1.457656849,6.376343091,0.000730068,1.22E-05,0.04,0.02,0.286486253,0.000800288,0.020570505,0.9523394,,,,,,
63,Julia,0.983526972,0.009346427,0.005129032,0.085133354,0.014213002,0.016108372,0.0157155,0.172298667,1.93E-07,0.053868653,0.151663298,0.125947259,0.369943576,0.281309903,0.028926498,0.092498695,0.025631355,0.446938912,0.993432461,0.249372313,0.374822382,0.138143689,0.668619992,0.346960785,25.59181239,0.014170527,0.016064366,0.015666406,0.171890039,0.139834718,0.00311792,0.04,0.02,8.49E-06,1.585216038,0.016596597,0.4846317,,,,,,
64,Julia,46.20324389,0.038246267,0.024847433,5.409387222,2.642357848,3.280931648,3.148702316,12.19637673,3.62E-05,0.01622587,0.022841975,0.149542005,0.287028123,0.264717124,0.033566335,0.105628324,0.030884578,0.427960086,1.057303636,0.008879818,0.172093021,0.009342761,0.007291488,0.129438909,25.41849099,1.65883873,2.127915901,1.943828202,8.295568306,0.001283203,1.85E-05,0.04,0.02,0.001777996,0.509963822,0.029992418,0.3788513,,,,,,
65,Julia,1.016907374,0.016001406,0.004415443,0.08522008,0.009516142,0.010471987,0.012909104,0.33615437,2.42E-07,0.051192202,0.155123781,0.137438835,0.372566333,0.318596033,0.021920644,0.093862375,0.026193519,0.363693195,1.29473908,0.212293342,0.454736224,0.146120245,0.780450444,0.291266219,25.60274576,0.009493888,0.010449602,0.012877547,0.335530605,0.145956223,0.006013172,0.04,0.02,1.08E-05,1.619844814,0.014384568,0.208983,,,,,,
66,Julia,0.98738842,0.00931446,0.004234834,0.077406894,0.008086928,0.010238267,0.016693063,0.34989318,1.71E-07,0.054031247,0.161825803,0.145708238,0.372240397,0.285876726,0.022146409,0.098198384,0.023523842,0.445269195,1.174910309,0.239173027,0.441151503,0.10324709,0.738958895,0.285232919,25.71430286,0.008070717,0.010219509,0.016658085,0.349336705,0.153421776,0.006575802,0.04,0.02,7.71E-06,1.684678244,0.012682925,0.2505295,,,,,,
67,Julia,1341.762368,0.602219701,0.129139649,5.479550944,4.056811349,5.075336727,2.142554754,9.872676268,0.004987763,6.84E-07,0.01666172,0.139594279,0.240995171,0.269473909,0.027517383,0.103387529,0.027790368,0.351847518,1.187410117,0.007400815,0.007485542,0.007033559,0.007141921,0.007101021,25.49514156,2.716356679,3.497842631,1.413382426,7.095616119,0.001162982,2.87E-05,0.04,0.02,0.240534636,2.26E-05,0.02395269,0.6221481,,,,,,
68,Julia,1.001696163,0.014328767,0.005890181,0.087792884,0.012408764,0.013985409,0.01283597,0.095797139,2.73E-07,0.052124417,0.153785882,0.128514729,0.290085355,0.366539265,0.03077332,0.117647068,0.02933762,0.390527836,1.225412694,0.226811109,0.444724068,0.159520231,0.879730737,0.375061,25.5424524,0.012375581,0.013951222,0.012800089,0.095593854,0.143049363,0.00371021,0.04,0.02,1.16E-05,1.514347604,0.015310952,0.8345046,,,,,,
69,Julia,0.998259733,0.011928703,0.004697203,0.100079448,0.012292812,0.014238912,0.01799044,0.176758113,2.45E-07,0.070387915,0.136034068,0.114203682,0.341208985,0.310556045,0.027781482,0.097647728,0.02587054,0.41692809,1.070597272,0.253928158,0.458939798,0.126562959,0.721284665,0.346891984,25.60441243,0.012266529,0.014211085,0.017950232,0.176458256,0.128030672,0.003107306,0.04,0.02,1.09E-05,2.005525959,0.010413585,0.4067189,,,,,,
70,Julia,1.152881315,0.012936134,0.005411706,0.104908165,0.010654763,0.010697458,0.017825656,0.624211445,2.47E-07,0.050661566,0.162354459,0.148264925,0.291767261,0.292524444,0.032739427,0.105286034,0.035290394,0.408834912,1.043532266,0.237134035,0.410606785,0.165174617,0.835513945,0.328666911,25.5160923,0.010628789,0.01067362,0.01778023,0.623003958,0.152303012,0.005950153,0.04,0.02,1.07E-05,1.551601959,0.015490764,0.2396443,,,,,,
71,Julia,1.021523297,0.009616363,0.005238513,0.079512396,0.012445427,0.01397555,0.014440754,0.394776904,2.05E-07,0.044730086,0.15373566,0.135226661,0.339661774,0.30166154,0.025125949,0.086817586,0.026665876,0.42222939,1.090677244,0.244767626,0.386920034,0.123525104,0.654946566,0.293471856,25.67113209,0.012413106,0.013942372,0.014401551,0.393963343,0.143654015,0.005140847,0.04,0.02,9.00E-06,1.388938561,0.015607313,0.1865984,,,,,,
72,Julia,0.96635624,0.013362859,0.005534035,0.097597075,0.008149777,0.010343021,0.010415505,0.278175377,1.92E-07,0.049903801,0.157051563,0.141083813,0.393174898,0.256166055,0.022277841,0.098238831,0.023559017,0.402808164,1.131698627,0.202200223,0.40747237,0.128471405,0.799495927,0.294758475,25.64162551,0.008134037,0.010324762,0.010394476,0.277749099,0.149280584,0.007265949,0.04,0.02,8.56E-06,1.571564424,0.012099168,0.1573145,,,,,,
73,Julia,1310.580592,0.012115767,0.00730035,5.382618164,4.553818133,5.457740271,2.617663848,9.546135994,0.004912026,5.59E-06,0.020590288,0.157279554,0.240541734,0.254401132,0.02990129,0.095208982,0.026614335,0.474581909,1.027148026,0.007345835,0.007622372,0.007409233,0.007112374,0.007511562,25.52996382,3.362538372,4.12284856,1.910168785,7.45220959,0.001826815,2.79E-05,0.04,0.02,0.231071313,0.000166223,0.024836939,0.5212972,,,,,,
74,Julia,64.29234688,0.010764413,0.005597869,5.512387896,0.818262428,1.159101597,3.941416949,14.77618528,0.000157161,0.036153682,0.011734046,0.120570779,0.30765895,0.226785706,0.030672182,0.102482256,0.026584756,0.442669794,1.045761694,0.008144236,0.392825471,0.008655304,0.006946949,0.131150768,25.50622087,0.375108015,0.557342254,1.763414651,7.628480456,0.000351189,9.32E-06,0.04,0.02,0.008075206,1.224165418,0.017051648,0.3342869,,,,,,
75,Julia,1.278284689,0.009925722,0.008015408,0.114684722,0.01806556,0.019087588,0.017447565,0.724046846,2.81E-07,0.066400967,0.158555357,0.147598354,0.273596289,0.32992218,0.028968371,0.116979705,0.032148047,0.50870173,1.169751196,0.264090345,0.398192398,0.158105491,0.781428314,0.307189059,25.58268287,0.018031328,0.019054528,0.017413005,0.722958318,0.150461214,0.005478976,0.04,0.02,1.21E-05,1.918537105,0.011205468,0.3244345,,,,,,
76,Julia,1365.579163,0.023592363,0.00998234,5.373118739,3.778579999,5.35358422,2.213476472,8.739612722,0.005221914,2.83E-06,0.016992024,0.141479021,0.25461325,0.306505918,0.032038156,0.130497232,0.04098074,0.509656128,1.411231698,0.007487669,0.007953726,0.007713283,0.00743659,0.007731334,25.46967251,2.793221887,4.048394544,1.617089776,6.828989874,0.001576915,3.43E-05,0.04,0.02,0.238780823,8.75E-05,0.022491418,0.3985178,,,,,,
77,Julia,1.035800158,0.011925768,0.005245594,0.08419706,0.012488108,0.014534872,0.016882705,0.22448591,2.51E-07,0.060397187,0.136426187,0.115970584,0.333941897,0.288930163,0.030139584,0.11181148,0.027991661,0.483115437,1.290424289,0.278679819,0.460690403,0.146254375,0.818434626,0.31995248,25.64196938,0.012458979,0.014503882,0.01684154,0.224070426,0.128109614,0.004058304,0.04,0.02,1.11E-05,1.819485769,0.012085341,0.4480199,,,,,,
78,Julia,0.97925366,0.009527056,0.005821087,0.090103324,0.007988514,0.009629467,0.012487204,0.27446881,2.32E-07,0.052497734,0.157602431,0.136269491,0.335097025,0.343898876,0.024946734,0.118406366,0.025646192,0.452023504,1.133366499,0.242007575,0.465608606,0.125707969,0.817967629,0.302638194,25.54199112,0.007968689,0.009607623,0.012454811,0.273928322,0.14739977,0.00437944,0.04,0.02,1.00E-05,1.555491704,0.014709621,0.2879285,,,,,,
79,Julia,53.51813626,0.686208237,0.344041275,5.292057086,4.324773901,5.584107715,2.049666535,8.125711485,3.06E-06,0.015437499,0.02118915,0.127346409,0.263730421,0.307092883,0.033916162,0.13106621,0.030859203,0.434612287,1.101382451,0.008678739,0.014757963,0.009355618,0.007827264,0.099796303,25.37932422,2.997187,3.974991367,1.400927598,6.013252098,0.001608095,2.58E-05,0.04,0.02,0.000154061,0.513556193,0.029159838,0.3036794,,,,,,
80,Julia,0.884892982,0.009771662,0.004821678,0.091223211,0.009045158,0.010067632,0.010908459,0.104549612,1.67E-07,0.05588732,0.154480444,0.129324192,0.360425156,0.310576977,0.022547699,0.082521031,0.027467152,0.394984561,1.269342082,0.25033943,0.373629795,0.124559393,0.794435476,0.314264656,25.73136796,0.009023015,0.010045103,0.010880544,0.104346526,0.144239989,0.003250037,0.04,0.02,7.46E-06,1.606562027,0.013559675,0.5573878,,,,,,
81,Julia,0.979234798,0.012510659,0.004585437,0.088272801,0.01280893,0.013098345,0.018410272,0.150405447,2.13E-07,0.051151746,0.142543385,0.115169254,0.289634053,0.290579097,0.026640828,0.123302512,0.031934048,0.395422731,1.300077538,0.27989926,0.400369952,0.127916002,0.738734106,0.354721668,25.60424763,0.012765959,0.013058174,0.018345712,0.150004991,0.13010782,0.002410467,0.04,0.02,8.95E-06,1.445062485,0.017127558,0.3697733,,,,,,
82,Julia,0.981205428,0.012624197,0.005227142,0.078923879,0.012574145,0.013543244,0.013707676,0.163426336,2.39E-07,0.051104763,0.134389914,0.112655392,0.329632252,0.344924791,0.025341116,0.086295872,0.030717971,0.424553708,1.007134648,0.264004965,0.478910673,0.165647016,0.782686696,0.362670359,25.58455151,0.012542344,0.013511934,0.013671437,0.163098365,0.125714077,0.004125399,0.04,0.02,1.03E-05,1.547707981,0.013142209,0.1814212,,,,,,
83,Julia,1.18066542,0.013036528,0.005655467,0.111580055,0.011490978,0.012887284,0.011692889,0.810942224,2.52E-07,0.05425295,0.156650076,0.14534989,0.383650926,0.308137814,0.025200163,0.105989476,0.024568525,0.377356541,1.100044705,0.231069737,0.486041935,0.167930096,0.769023079,0.28770385,25.629156,0.011465724,0.012861394,0.011666026,0.809528095,0.147517991,0.004942727,0.04,0.02,1.11E-05,1.606839347,0.012909244,0.1789434,,,,,,
84,Julia,0.977365306,0.013792854,0.005295245,0.119280771,0.009649388,0.010549121,0.014350286,0.223807978,2.18E-07,0.06049129,0.159453612,0.135123576,0.28836991,0.270590775,0.026135273,0.101505484,0.032979831,0.419117961,1.055192282,0.228229794,0.418750484,0.12768938,0.67136142,0.343466185,25.53353005,0.009624333,0.010524083,0.014311336,0.223346837,0.148241705,0.00315185,0.04,0.02,9.51E-06,1.707254971,0.014748682,0.4206853,,,,,,
85,Julia,1.10065194,0.015579015,0.006508745,0.120123403,0.013207675,0.015129304,0.015531134,0.337620631,2.10E-07,0.061855666,0.155612899,0.140233054,0.348968436,0.301798204,0.025779668,0.095827587,0.033895154,0.35301863,1.188742836,0.249397761,0.532398104,0.148946794,0.812129856,0.342721619,25.57024685,0.01318532,0.015105899,0.015503654,0.337167261,0.148534997,0.006132764,0.04,0.02,9.16E-06,1.821357369,0.009992504,0.3297819,,,,,,
86,Julia,1.001371379,0.013545877,0.006495983,0.115218245,0.011040053,0.011614473,0.015767055,0.133879682,2.73E-07,0.063367092,0.155184263,0.130283127,0.297410367,0.33750323,0.032804319,0.096462266,0.028695811,0.482682344,1.155046083,0.214059807,0.456033274,0.157139692,0.723554461,0.27506962,25.62498407,0.011013066,0.011588521,0.015726765,0.133619999,0.144829994,0.003099115,0.04,0.02,1.19E-05,1.775907171,0.013448489,0.748675,,,,,,
87,Julia,0.916631718,0.008342374,0.003859309,0.091939661,0.008973099,0.010467993,0.015662289,0.105121055,2.26E-07,0.051590003,0.165857675,0.138554463,0.352248202,0.318421966,0.027084402,0.085806081,0.023620843,0.434566138,1.172928956,0.24970577,0.361252467,0.134359266,0.714223419,0.272416287,25.71608898,0.00894724,0.010440417,0.015615107,0.104880647,0.153278645,0.003388942,0.04,0.02,9.94E-06,1.507729315,0.01740443,0.1869489,,,,,,
88,Julia,1.001739398,0.016581718,0.006111553,0.093588635,0.013333667,0.015058608,0.015569767,0.205143712,2.17E-07,0.048907424,0.149470769,0.126811821,0.333867678,0.287080775,0.025513718,0.08592261,0.026947752,0.365372252,1.245313897,0.244618902,0.385206423,0.122521699,0.633974386,0.353643382,25.70607943,0.01329857,0.015022375,0.015526927,0.204715227,0.139303669,0.004012436,0.04,0.02,9.40E-06,1.460539832,0.014869492,0.2157817,,,,,,
89,Julia,1.07123216,0.014378724,0.004758302,0.081453695,0.011060394,0.011631978,0.020512208,0.393360225,2.28E-07,0.057328421,0.155898628,0.136857367,0.368442072,0.284045438,0.026853534,0.121667003,0.032962042,0.383561815,1.331131501,0.275956327,0.4732612,0.125323469,0.712721703,0.265137822,25.70346638,0.011035204,0.011607763,0.020463374,0.39264938,0.146353641,0.004059735,0.04,0.02,9.86E-06,1.642521609,0.013029354,0.7713791,,,,,,
90,Julia,1.016669077,0.011326521,0.004550232,0.074576956,0.013916306,0.016350341,0.013875135,0.26833076,1.96E-07,0.055256913,0.147843711,0.129992711,0.391996253,0.284288555,0.022771778,0.105029494,0.029544489,0.40467917,1.075026089,0.240453173,0.406737491,0.11773356,0.781441498,0.318769572,25.72134487,0.013887363,0.016319258,0.013844969,0.267887957,0.139892201,0.005621554,0.04,0.02,8.87E-06,1.725935514,0.011985358,0.5097597,,,,,,
91,Julia,1.434495669,0.012382008,0.004953001,0.070543997,0.011162236,0.014224577,0.012219954,1.886794485,1.85E-07,0.055526526,0.128154113,0.137408588,0.318135748,0.26106626,0.026755969,0.079832851,0.026620734,0.381852511,1.274161089,0.264862015,0.391884633,0.132885964,0.602538382,0.292251183,25.75461002,0.011138513,0.014196943,0.012192806,1.883612757,0.121222403,0.006502667,0.04,0.02,8.47E-06,1.784461775,0.010844285,0.3578562,,,,,,
92,Julia,1.19381487,0.015028187,0.006476404,0.115986777,0.012345342,0.01451443,0.017527871,0.566179875,3.08E-07,0.063131896,0.163061571,0.149833807,0.344140794,0.311416471,0.030837785,0.117257244,0.031461706,0.391751747,1.221712202,0.231399053,0.486046373,0.140818391,0.74576269,0.313375699,25.56410486,0.012322542,0.014489928,0.017494031,0.565350243,0.154938013,0.00575548,0.04,0.02,1.34E-05,1.832590768,0.011291766,0.4198467,,,,,,
93,Julia,1.009185071,0.013267549,0.004853895,0.082082997,0.011173769,0.01425488,0.013362892,0.289626759,2.31E-07,0.061663988,0.142154796,0.122147018,0.31280204,0.334594072,0.025973127,0.089566632,0.029262387,0.384700509,1.193553164,0.280765776,0.440768754,0.126223378,0.827948809,0.312305294,25.5798844,0.011148715,0.014225662,0.01333157,0.289111462,0.13361116,0.00375639,0.04,0.02,1.02E-05,1.80001716,0.01175281,0.1814258,,,,,,
94,Julia,1.069262497,0.010067086,0.004119221,0.141515621,0.014945873,0.015885477,0.014538728,0.315636932,2.41E-07,0.053830475,0.153464951,0.132737332,0.332723509,0.294978232,0.032357121,0.092085757,0.027734075,0.481350793,1.199589068,0.217245312,0.404558904,0.147535582,0.729145776,0.346815124,25.51675144,0.014906853,0.015847566,0.01449905,0.314983017,0.143144022,0.004370923,0.04,0.02,1.05E-05,1.621910547,0.015243909,0.5075253,,,,,,
95,Julia,0.964727879,0.013756103,0.004845705,0.084331237,0.012166125,0.013951091,0.014050121,0.148635703,2.18E-07,0.051676142,0.139879771,0.113600028,0.30949895,0.338126231,0.031597777,0.113138518,0.031274734,0.379031199,1.195523271,0.267893229,0.376040562,0.13714131,0.669391381,0.310957222,25.65286274,0.012127418,0.013910515,0.014003394,0.148260403,0.128343134,0.002669646,0.04,0.02,9.29E-06,1.49176767,0.016223932,0.5762712,,,,,,
96,Julia,1.091414047,0.020753288,0.00619042,0.126224021,0.014689983,0.016398256,0.015921928,0.247630618,2.55E-07,0.056137618,0.130958508,0.10990173,0.300778218,0.307619112,0.031241955,0.117493251,0.035490674,0.384434336,1.230623463,0.257434075,0.547530478,0.152102316,0.758896588,0.351811862,25.51556209,0.014651485,0.016358972,0.01587831,0.247115639,0.122119836,0.003605652,0.04,0.02,1.07E-05,1.644390202,0.013051554,0.6058978,,,,,,
97,Julia,1.314816845,0.013909578,0.006564624,0.148398991,0.013238229,0.01389664,0.018586231,1.031090763,2.69E-07,0.058927707,0.151121328,0.14733149,0.317674266,0.323550148,0.034255929,0.101472097,0.028426408,0.367618384,1.045937063,0.217495951,0.385786156,0.134433469,0.783252503,0.312305178,25.62005732,0.013212613,0.013872061,0.018548635,1.029507751,0.143602586,0.007326038,0.04,0.02,1.18E-05,1.827392865,0.011579799,0.2362122,,,,,,
98,Julia,1724.13867,0.010547181,0.005282424,5.485987703,4.055489137,5.837806982,2.329628076,9.848521248,0.006465951,4.25E-08,0.013600169,0.130454514,0.254108197,0.21756173,0.029353007,0.098653125,0.03051863,0.470869752,1.053546342,0.007064304,0.007506192,0.006929945,0.007432606,0.007308052,25.49819183,2.477825842,3.690385111,1.398626455,6.543958931,0.000730858,1.78E-05,0.04,0.02,0.311624816,1.36E-06,0.018907962,0.3966763,,,,,,
99,Julia,1.214896395,0.008973982,0.004800148,0.106687055,0.013799184,0.014924296,0.01995723,0.681407598,3.15E-07,0.050420713,0.158849208,0.14530477,0.331266617,0.2929033,0.034402265,0.112355843,0.035994027,0.48314939,1.35749204,0.257908975,0.4494764,0.11937995,0.750028126,0.265169456,25.61726555,0.013765641,0.014891134,0.019906519,0.680093279,0.148932236,0.005408391,0.04,0.02,1.35E-05,1.514986872,0.014891659,0.1953643,,,,,,
100,Julia,1.07170781,0.010096445,0.005899072,0.100042342,0.009962596,0.010942858,0.019423288,0.451613009,2.53E-07,0.048996288,0.158556173,0.141039857,0.325223378,0.306300486,0.026618182,0.098626051,0.033604878,0.438101674,1.29908078,0.212363108,0.447265544,0.119671683,0.687337263,0.271912974,25.67085103,0.009938531,0.010918695,0.019374243,0.450747387,0.148660697,0.005046555,0.04,0.02,1.09E-05,1.470232569,0.014668782,0.1803673,,,,,,
101,Julia,1.000567633,0.011559864,0.004932937,0.137980758,0.011911572,0.013669272,0.011743908,0.162364876,2.43E-07,0.062937619,0.150979235,0.128281301,0.289242764,0.343964164,0.025821885,0.117702995,0.029506988,0.462301082,1.359372485,0.217250072,0.440976348,0.145557562,0.727936471,0.302967601,25.61391951,0.011884087,0.013640441,0.011715581,0.1620676,0.141657201,0.003844261,0.04,0.02,1.07E-05,1.836210755,0.012829671,0.8292422,,,,,,
102,Julia,0.974364731,0.0112065,0.007287786,0.089549254,0.009724955,0.011550909,0.013957932,0.1713385,2.13E-07,0.052502881,0.144851957,0.124259016,0.331505736,0.334821842,0.024440337,0.110326771,0.024339916,0.450342318,0.982204122,0.221413928,0.475059513,0.154490668,0.808179994,0.35530931,25.61453127,0.009702383,0.011526402,0.013924066,0.171022943,0.13625756,0.005085434,0.04,0.02,9.30E-06,1.61258445,0.013144134,0.3598688,,,,,,
103,Julia,0.952953991,0.014558725,0.005300873,0.115246181,0.012233533,0.01493085,0.014367441,0.085793443,1.84E-07,0.05469991,0.142938491,0.115041649,0.369294577,0.277164974,0.027657515,0.086423218,0.033195546,0.383453626,1.005069941,0.231634517,0.46272306,0.135445942,0.822508696,0.304640333,25.57699768,0.012194247,0.014887019,0.014319214,0.085574793,0.13093604,0.002488618,0.04,0.02,7.90E-06,1.56889068,0.016492399,0.1986057,,,,,,
104,Julia,1.005399469,0.015999755,0.005460024,0.111626834,0.012011931,0.014172269,0.010655871,0.193556926,1.96E-07,0.064324328,0.164550728,0.141693458,0.333052233,0.292326211,0.032753655,0.093536404,0.032378243,0.397010672,1.193376255,0.208347569,0.332420992,0.15362542,0.827200603,0.318808125,25.66406038,0.011984889,0.014143104,0.010630793,0.193211167,0.154487097,0.003946009,0.04,0.02,8.63E-06,1.839608015,0.013408742,0.2693712,,,,,,
